Index,Requirement,Ground Truth,Response,Equivalent
10409,hold_on_to pear can infer that at any time procure orange,hold_on_to_pear -> F procure_orange,hold_on_to_pear -> G procure_orange,False
10410,Either keep both (prop_1) and (prop_2) or else always keep (prop_3) .,(prop_1 & prop_2) | G prop_3,(prop_1 & prop_2) | G prop_3,True
10411,"You must eventually, avoid going back to base.",F!go_home,F(!go_home),True
10412,Request assistance holds at all times.,G get_help,G get_help,True
10413,"If (prop_1), (prop_2) until (prop_3).",prop_1 -> (prop_2 U prop_3),prop_1 -> (prop_2 U prop_3),True
10414,(prop_3) or (prop_4). (prop_1) until (prop_2).,(prop_3 | prop_4) & (prop_1 U prop_2),(prop_3 | prop_4) & (prop_1 U prop_2),True
10415,"If (prop_2) happens, then (prop_3) should happen as well. The above scenario is equivalent to the situation where (prop_1) is always true.",(prop_2 -> prop_3) <-> G prop_1,(G(prop_2 -> F prop_3)) <-> G prop_1,False
10416,The scenario in which (prop_4) and (prop_2) both happen is equivalent to the scenario in which (prop_1) happens until (prop_3) happens .,(prop_2 & prop_4) <-> (prop_1 U prop_3),(prop_4 & prop_2) <-> (prop_1 U prop_3),True
10417,"When photo gas_leak happens, record injured_rescuer must hold now or in the next step.",G(photo_gas_leak -> (record_injured_rescuer | X record_injured_rescuer)),G(photo_gas_leak -> (record_injured_rescuer | X record_injured_rescuer)),True
10418,every time the motorbike catches fire and a train is crossing,G(motorbike_catches_fire & train_is_crossing),G(motorbike_catches_fire & train_is_crossing),True
10419,"first, finally, either the sensor retrieves data or the bridge closes, and then, it will happen that the semaphore is green or the bar is up",G!(bridge_closes | sensor_retrieves_data) | F((bridge_closes | sensor_retrieves_data) & F(bar_is_up | semaphore_is_green)),F((sensor_retrieves_data | bridge_closes) & F(semaphore_is_green | bar_is_up)),False
10420,when a semaphore is green then always when the motorbike has stopped then it will happen that the train stops afterwards,G(semaphore_is_green -> G(motorbike_has_stopped -> F train_stops)),G(semaphore_is_green -> G(motorbike_has_stopped -> F train_stops)),True
10421,never drop apple or never drop apple,G!drop_apple,G(!drop_apple) | G(!drop_apple),True
10422,at any time visit waste basket can infer that move_to trash can,F visit_waste_basket -> move_to_trash_can,G(visit_waste_basket -> move_to_trash_can),False
10423,"when ( prop_1 ) , whenever ( prop_2 )",prop_1 -> F prop_2,G(prop_1 -> G(prop_2)),False
10424,"never, the engine breaks or a car stops or a motorbike is driven",G!(car_stops | engine_breaks | motorbike_is_driven),G(!(engine_breaks | car_stops | motorbike_is_driven)),True
10425,"when forever ( prop_1 ) , whenever ( prop_2 )",G prop_1 -> F prop_2,G(prop_1) -> G(prop_2),False
10426,"You must Eventually, both get_help and change light_north green hold simultaneously.",F(change_light_north_green & get_help),F(get_help & change_light_north_green),True
10427,"From some point onwards, get_help never occurs again.",FG!get_help,FG !get_help,True
10428,go through the red or green_room and at the blue_room,F((green_room | red_room) & F blue_room),(red_room | green_room) & blue_room,False
10429,at any time move_forward trash can and at any time walk_to flag,F move_forward_trash_can & F walk_to_flag,(G move_forward_trash_can) & (G walk_to_flag),False
10430,when possible going_to flag until when possible visit house,F going_to_flag U F visit_house,G(going_to_flag U visit_house),False
10431,"( prop_1 ) should not happen if ( prop_3 ) does not happen , and ( prop_2 ) should also be true all the time . ",(!prop_1 -> !prop_3) & G prop_2,(!prop_3 -> !prop_1) & G prop_2,False
10432,"From some point onwards, idle never occurs again.",FG!idle,FG !idle,True
10433,"Globally , in case that ( prop_1 ) , and ( prop_2 ) , then in response right away ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3),G((prop_1 & prop_2) -> X prop_3),False
10434,whenever go_to trash can and when possible seize pear,F go_to_trash_can & F seize_pear,G(go_to_trash_can -> F seize_pear),False
10435,move to the red_room,F red_room,F red_room,True
10436,Do prop_1 but not do prop_2,prop_1 & !prop_2,prop_1 & !prop_2,True
10437,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,prop_1 | prop_2,True
10438,"If the event that ( prop_2 ) does not occur , or ( prop_1 ) , then ( prop_3 ) .",G((prop_1 | prop_2) -> prop_3),(!prop_2 | prop_1) -> prop_3,False
10439,at some time move_near tree or always have_in orange,F move_near_tree | G have_in_orange,F move_near_tree | G have_in_orange,True
10440,"If ( prop_2 ) is detected then ( prop_3 ) , and ( prop_1 ) .",prop_1 & (prop_2 -> prop_3),(prop_2 -> prop_3) & prop_1,True
10441,"If ( prop_1 ) and ( prop_2 ) , then all of the following conditions are true : at a time in the future , ( prop_3 ) .",G((prop_1 & prop_2) -> FG prop_3),(prop_1 & prop_2) -> F prop_3,False
10442,"Either (prop_2) or (prop_3) should happen, and at the same time make sure (prop_4) is equivalent to (prop_1) .",(prop_1 <-> prop_4) & (prop_2 | prop_3),(prop_2 | prop_3) & (prop_4 <-> prop_1),True
10443,at any time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),G(prop_1 | prop_2),False
10444,"Do (prop_4) and (prop_3) , and also do (prop_2) and (prop_1) .",prop_1 & prop_2 & prop_3 & prop_4,(prop_4 & prop_3) & (prop_2 & prop_1),True
10445,at some time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2),F(prop_1 | prop_2),True
10446,"If ( prop_2 ) leads to ( prop_1 ), then this scenario is equivalent to the one where ( prop_3 ) and ( prop_4 ) both happen.",(prop_2 -> prop_1) <-> (prop_3 & prop_4),(G(prop_2 -> F prop_1)) <-> (prop_3 & prop_4),False
10447,"If it is the case that the scenario in which ( prop_2 ) is detected then as a response ( prop_1 ) should happen , then ( prop_3 ) .",(prop_2 -> prop_1) -> prop_3,(G(prop_2 -> F prop_1)) -> prop_3,False
10448,"At any time (prop_3) or (prop_2), and make sure (prop_1) always holds .",(prop_2 | prop_3) & G prop_1,G(prop_3 | prop_2) & G(prop_1),False
10449,"if ( prop_1 ) , ( prop_2 )",prop_1 -> prop_2,prop_1 -> prop_2,True
10450,"If ( prop_1 ) then ( prop_2 ) , and also ( prop_4 ) happens or else ( prop_3 ) .",prop_3 | (prop_4 & (prop_1 -> prop_2)),(prop_1 -> prop_2) & (prop_4 | prop_3),False
10451,"It is always the case that when ( prop_1 ) , then the following condition is true : there is ultimately a certain moment in the future before the end of the simulation , after which ( prop_2 ) .",G(prop_1 -> FG prop_2),G(prop_1 -> FG prop_2),True
10452,In the case ( prop_2 ) or ( prop_3 ) then all of the following conditions hold : ( prop_1 ) .,G((prop_2 | prop_3) -> G prop_1),(prop_2 | prop_3) -> prop_1,False
10453,Ensure you repeatedly return to intersection_4 while eventually reaching locality_9,GF intersection_4 & F locality_9,GF(intersection_4) & F(locality_9),True
10454,"At some point, (prop_1).",F prop_1,F prop_1,True
10455,when possible ( prop_1 ) can infer that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2),False
10456,( prop_1 ) and when possible ( prop_2 ),prop_1 & F prop_2,prop_1 & F prop_2,True
10457,forever ( prop_1 ) and when possible ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & F(prop_2),False
10458,it is always true that either the bridge opens or a semaphore is red,G(bridge_opens | semaphore_is_red),G(bridge_opens | semaphore_is_red),True
10459,Do not go to street 3 as you go to building 4,G!street_3 & F building_4,!(street_3 U building_4),False
10460,"If (prop_1), (prop_2) until (prop_3).",prop_1 -> (prop_2 U prop_3),prop_1 -> (prop_2 U prop_3),True
10461,if either a sensor captures data or a train is crossing then it will not happen that the motorbike catches fire and a bridge opens,G((sensor_captures_data | train_is_crossing) -> G!(bridge_opens & motorbike_catches_fire)),(sensor_captures_data | train_is_crossing) -> !(motorbike_catches_fire & bridge_opens),False
10462,Remain in park_8 until you photo of monument_2 and then at bench_5 and stay there permanently,park_8 U (monument_2 & photo & F(bench_5 & G bench_5)),(park_8 U (photo & monument_2 & X (G bench_5))),False
10463,Make sure you do not (prop_1) until (prop_2).,!prop_1 U prop_2,!prop_1 U prop_2,True
10464,"Whenever ( prop_3 ) , or ( prop_4 ) , then the transition action that ( prop_1 ) must be instantly observed , and immediately ( prop_2 ) .",G((prop_3 | prop_4) -> (prop_1 & prop_2)),G((prop_3 | prop_4) -> (prop_1 & X prop_2)),False
10465,Go to bedroom_2 to grab bottle_3 and put it down in kitchen_4,F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),F(bedroom_2 & F(p_bottle_3 & F(kitchen_4 & pd))),True
10466,( prop_1 ) and ( prop_2 ),prop_1 & prop_2,prop_1 & prop_2,True
10467,Either (prop_1) happens until (prop_3) or make sure (prop_2) doesn't happen .,!prop_2 | (prop_1 U prop_3),(prop_1 U prop_3) | !prop_2,True
10468,"Whenever avoid the impending_fire_source and record gas_leak are equal, record gas_leak and deliver_aid the safe_hostile are equal as well.",G((avoid_impending_fire_source <-> record_gas_leak) -> (deliver_aid_safe_hostile <-> record_gas_leak)),G((avoid_impending_fire_source <-> record_gas_leak) -> (record_gas_leak <-> deliver_aid_safe_hostile)),True
10469,"Always (prop_2), and if you do (prop_3) then you should also do (prop_1) .",(prop_3 -> prop_1) & G prop_2,G(prop_2) & (prop_3 -> prop_1),True
10470,at green_room before red_room,F(green_room & F red_room),(!red_room U green_room),False
10471,"(prop_1) is equivalent to (prop_2), or (prop_3) is false .",!prop_3 | (prop_1 <-> prop_2),(prop_1 <-> prop_2) | !prop_3,True
10472,"If (prop_2) or (prop_1), then always (prop_3) .",(prop_1 | prop_2) -> G prop_3,(prop_2 | prop_1) -> G prop_3,True
10473,Our agent must eventually get_help or photo the cyclist on north_2nd_avenue.,F(get_help | photo_cyclist_north_2nd_avenue),F(get_help | photo_cyclist_north_2nd_avenue),True
10474,"It is required that at some point the scenario in which ( prop_1 ) happens is equivalent to the scenario in which ( prop_3 ) happens , or else ( prop_2 ) does not happen .",!prop_2 | (prop_3 <-> F prop_1),F((prop_1 <-> prop_3) | !prop_2),False
10475,"Always make sure that ( prop_2 ) happens, or else it is true that ( prop_1 ) not happening is equivalent to ( prop_3 ) happening.",(!prop_1 <-> prop_3) | G prop_2,G(prop_2 | (!prop_1 <-> prop_3)),False
10476,it will not happen that the motorbike has started and a semaphore is broken,G!(motorbike_has_started & semaphore_is_broken),!(motorbike_has_started & semaphore_is_broken),False
10477,when possible got_to house or repeatedly go_to apple trashcan,F got_to_house | GF go_to_apple_trashcan,F(got_to_house) | GF(go_to_apple_trashcan),True
10478,Go to house 5 at some point and continue staying there,FG house_5,F G house_5,True
10479,"Either (prop_1) should happen at some point, or else if (prop_3) then (prop_2) should happen .",(prop_3 -> prop_2) | F prop_1,F prop_1 | (prop_3 -> F prop_2),False
10480,"Whenever (prop_2) and (prop_3) happen, (prop_1) is always true .",(prop_2 & prop_3) -> G prop_1,G((prop_2 & prop_3) -> G prop_1),False
10481,Ensure you always stay within parking lot 9,G parking_lot_9,G parking_lot_9,True
10482,"after both the bar is closing and a semaphore is green, it never happens that either the engine starts or the engine stops",G((bar_is_closing & semaphore_is_green) -> G!(engine_starts | engine_stops)),F((bar_is_closing & semaphore_is_green) -> G(!(engine_starts | engine_stops))),False
10483,"Whenever neither get_help nor deliver the refrigerator to the shelf holds, pickup the skateboard eventually holds.",G(!(deliver_refrigerator_shelf & get_help) -> F pickup_skateboard),G(!(get_help | deliver_refrigerator_shelf) -> F pickup_skateboard),False
10484,"If (prop_1) is equivalent to (prop_3), then make sure (prop_2) is always true .",(prop_1 <-> prop_3) -> G prop_2,(prop_1 <-> prop_3) -> G prop_2,True
10485,"after a train has arrived, at some point in time both the train has arrived and a train is crossing",G(train_has_arrived -> F(train_has_arrived & train_is_crossing)),G(train_has_arrived -> F(train_has_arrived & train_is_crossing)),True
10486,"when drop pear , at some time withdraw pear",drop_pear -> F withdraw_pear,G(drop_pear -> F withdraw_pear),False
10487,"in the future the brake is pressed and, at the same time, the train is crossing and an elevator is open",F(brake_is_pressed & elevator_is_open & train_is_crossing),F(brake_is_pressed & train_is_crossing & elevator_is_open),True
10488,"If ( prop_4 ) and ( prop_1 ) are equivalent , and the scenario that ( prop_2 ) is detected then ( prop_3 ) should be observed .",(prop_2 & (prop_1 <-> prop_4)) -> prop_3,((prop_4 <-> prop_1) & (prop_2 -> prop_3)),False
10489,every time a motorbike catches fire or the bar has to be repaired then it is never the case that the engine starts and the semaphore is broken,G((bar_has_to_be_repaired | motorbike_catches_fire) -> G!(engine_starts & semaphore_is_broken)),G((motorbike_catches_fire | bar_has_to_be_repaired) -> !(engine_starts & semaphore_is_broken)),False
10490,"it is going to happen that a sensor gathers information and, it will happen that the semaphore is yellow and a bridge closes afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bridge_closes & semaphore_is_yellow)),F(sensor_gathers_information & F(semaphore_is_yellow & X bridge_closes)),False
10491,in the future either an elevator falls or a semaphore is red,F(elevator_falls | semaphore_is_red),F(elevator_falls | semaphore_is_red),True
10492,Go to house 5 and stay there,FG house_5,F G house_5,True
10493,at any time scoop_up pear means that hold pear,F scoop_up_pear -> hold_pear,G(scoop_up_pear -> hold_pear),False
10494,whenever a train has arrived then at a certain moment either the escalator is blocked or a constructor creates instances,G(train_has_arrived -> F(constructor_creates_instances | escalator_is_blocked)),G(train_has_arrived -> F(escalator_is_blocked | constructor_creates_instances)),True
10495,Find your way to intersection_5 and stay there permanently,FG intersection_5,F G intersection_5,True
10496,"if whenever ( prop_1 ) , ( prop_2 )",F prop_1 -> prop_2,G(prop_1 -> prop_2),False
10497,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2)),False
10498,Transport the bicycle to the shelf can only happen after picking up the zebra.,!deliver_bicycle_shelf U pickup_zebra,!deliver_bicycle_shelf U pickup_zebra,True
10499,Either photo gas_leak or photo flood happens infinitely often.,GF photo_gas_leak | GF photo_flood,GF(photo_gas_leak | photo_flood),True
10500,"For each time instant ( prop_1 ) should happen , and ( prop_2 ) should be detected , or else ( prop_3 ) .",prop_3 | (prop_2 & G prop_1),G((prop_1 & prop_2) | prop_3),False
10501,put_in bucket or at any time get_hold apple,put_in_bucket | F get_hold_apple,put_in_bucket | F get_hold_apple,True
10502,never ( prop_1 ) or whenever ( prop_2 ),G(!prop_1 | F prop_2),G(!prop_1) | G(prop_2 -> F prop_2),False
10503,"If (prop_3) is equivalent to (prop_4), then (prop_1) should be equivalent to (prop_2) .",(prop_3 <-> prop_4) -> (prop_1 <-> prop_2),(prop_3 <-> prop_4) -> (prop_1 <-> prop_2),True
10504,"If ( prop_2 ) is equivalent to ( prop_4 ) or else ( prop_3 ) , then ( prop_1 ) .",(prop_3 | (prop_2 <-> prop_4)) -> prop_1,((prop_2 <-> prop_4) | prop_3) -> prop_1,True
10505,never drop apple and whenever bring pear,G!drop_apple & F bring_pear,G(!drop_apple) & G(bring_pear),False
10506,( prop_1 ) until at any time ( prop_2 ),prop_1 U F prop_2,prop_1 U prop_2,False
10507,"Either (prop_2) or (prop_1) should happen, or else (prop_3) should always be true .",prop_1 | prop_2 | G prop_3,(prop_2 | prop_1) | G prop_3,True
10508,forever stay or at any time start_going_to house,G stay | F start_going_to_house,G(stay | F start_going_to_house),False
10509,"If (prop_2) happening implies (prop_3) happening, then (prop_1) must always be true.",(prop_2 -> prop_3) -> G prop_1,(prop_2 -> prop_3) -> G prop_1,True
10510,whenever the train derails then it will happen that the train has arrived,G(train_derails -> F train_has_arrived),G(train_derails -> F train_has_arrived),True
10511,in the future the bar is up or a manager handles requests or the bar is closing,F(bar_is_closing | bar_is_up | manager_handles_requests),F(bar_is_up | manager_handles_requests | bar_is_closing),True
10512,forever ( prop_1 ) or at any time ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | F(prop_2),False
10513,always when both the brake is released and a semaphore is yellow then in the future the semaphore is yellow,G((brake_is_released & semaphore_is_yellow) -> F semaphore_is_yellow),G((brake_is_released & semaphore_is_yellow) -> F semaphore_is_yellow),True
10514,Continue not doing ( prop_2 ) until the point when ( prop_1 ) happening leads to ( prop_3 ) happening.,!prop_2 U (prop_1 -> prop_3),(!prop_2) U (prop_1 -> prop_3),True
10515,hold apple or stop_by flag,hold_apple | stop_by_flag,hold_apple | stop_by_flag,True
10516,"after the semaphore is yellow and the train stops, it is always true that a semaphore is yellow",G((semaphore_is_yellow & train_stops) -> G semaphore_is_yellow),F(semaphore_is_yellow & train_stops) -> G(semaphore_is_yellow),False
10517,"Globally , whenever ( prop_3 ) and the transition action that ( prop_4 ) is observed then all of the following conditions are true : ( prop_2 ) , or ( prop_1 ) .",G((prop_3 & prop_4) -> (prop_1 | prop_2)),G((prop_3 & prop_4) -> (prop_2 | prop_1)),True
10518,"Eventually, ensure that (prop_3) happens, and in the meantime, either (prop_1) or (prop_2) should also happen.",(prop_1 | prop_2) & F prop_3,((prop_1 | prop_2) U prop_3),False
10519,at some time bring pear can infer that never drop apple,F bring_pear -> G!drop_apple,F bring_pear -> G ! drop_apple,True
10520,"after both a house is built and a train derails, all the time the motorbike falls down or the house collapses",G((house_is_built & train_derails) -> G(house_collapses | motorbike_falls_down)),F((house_is_built & train_derails) & G(motorbike_falls_down | house_collapses)),False
10521,"If it is true that ( prop_3 ) happens and continues until ( prop_2 ) is detected then as a response ( prop_4 ) should be detected , then ( prop_1 ) should be detected .",((prop_3 U prop_2) -> prop_4) -> prop_1,((prop_3 U prop_2) -> F prop_4) -> F prop_1,False
10522,(prop_1),F prop_1,prop_1,False
10523,"(prop_2) is equivalent to (prop_4), and (prop_1) is equivalent to (prop_3).",(prop_2 <-> prop_4) & (prop_1 <-> prop_3),(prop_2 <-> prop_4) & (prop_1 <-> prop_3),True
10524,"( prop_3 ) keeps being detected until ( prop_4 ) happens if and only if ( prop_2 ) is true , and ( prop_1 ) should be true .",prop_1 & (prop_2 <-> (prop_3 U prop_4)),((prop_3 U prop_4) <-> prop_2) & prop_1,True
10525,Look for the clock and pickup the sports_ball will each happen at some point.,F search_clock & F pickup_sports_ball,(F search_clock) & (F pickup_sports_ball),True
10526,"Globally , when the event that ( prop_1 ) gets observed then all of the following conditions hold : at once ( prop_2 ) or ( prop_3 ) .",G(prop_1 -> (prop_2 | prop_3)),G(prop_1 -> (prop_2 | prop_3)),True
10527,never ( prop_1 ) or ( prop_2 ),G(!prop_1 | prop_2),G(!(prop_1 | prop_2)),False
10528,"(prop_2) or (prop_3), equal to not (prop_1) .",!prop_1 <-> (prop_2 | prop_3),(prop_2 | prop_3) <-> !prop_1,True
10529,do not let_go pear or when possible journey_by flag,!let_go_pear | F journey_by_flag,(!let_go_pear) | F(journey_by_flag),True
10530,In case that the scenario that ( prop_3 ) occurs then the following condition is true : ( prop_2 ) and then consistently this condition will have to remain till ( prop_1 ) .,G(prop_3 -> (prop_2 U prop_1)),G(prop_3 -> (prop_2 U prop_1)),True
10531,"If (prop_2) and (prop_1) happen, then make sure (prop_3) happens at some point .",(prop_1 & prop_2) -> F prop_3,(prop_1 & prop_2) -> F prop_3,True
10532,"If (prop_2) doesn't happen, then keep waiting until either (prop_3) or (prop_1) happens .",!prop_2 U (prop_1 | prop_3),!prop_2 -> (!prop_2 U (prop_3 | prop_1)),False
10533,never ( prop_1 ) means that at any time ( prop_2 ),G!prop_1 -> F prop_2,G(!prop_1) <-> G(prop_2),False
10534,"Our agent must Eventually, both search the bus and get_help hold simultaneously.",F(get_help & search_bus),F(search_bus & get_help),True
10535,"If (prop_3), then (prop_2), or always (prop_1) .",(prop_3 -> prop_2) | G prop_1,prop_3 -> (prop_2 | G prop_1),True
10536,every time a motorbike falls down and the engine starts then under no condition both the car stops and the constructor instantiate objects,G((engine_starts & motorbike_falls_down) -> G!(car_stops & constructor_instantiate_objects)),G((motorbike_falls_down & engine_starts) -> !(car_stops & constructor_instantiate_objects)),False
10537,"under no condition either the motorbike falls down, the engine stops or the escalator speeds up",G!(engine_stops | escalator_speeds_up | motorbike_falls_down),G(!(motorbike_falls_down | engine_stops | escalator_speeds_up)),True
10538,"If (prop_3), then (prop_1), and if (prop_2), then (prop_4), are equivalent .",(prop_3 -> prop_1) <-> (prop_2 -> prop_4),(prop_3 -> prop_1) <-> (prop_2 -> prop_4),True
10539,"When ( prop_1 ) , and ( prop_4 ) then all of the following conditions hold : the scenario that ( prop_3 ) should happen , and without any delay ( prop_2 ) .",G((prop_1 & prop_4) -> (prop_2 & prop_3)),G((prop_1 & prop_4) -> (F prop_3 & X prop_2)),False
10540,Continuously deliver package 5 from warehouse 1 to store 5 while repeatedly going to charging station 5,GF(warehouse_1 & F(p_package_5 & F(pd & store_5))) & GF charging_station_5,G((pd & p_package_5 & warehouse_1 & store_5) & GF charging_station_5),False
10541,Ensure you never retrieve package 5,G!p_package_5,G(!p_package_5),True
10542,whenever both the engine starts and the engine stops then it is going to happen that a constructor instantiate objects and the elevator rises,G((engine_starts & engine_stops) -> F(constructor_instantiate_objects & elevator_rises)),G((engine_starts & engine_stops) -> F(constructor_instantiate_objects & elevator_rises)),True
10543,"Once (prop_2), (prop_1).",prop_2 -> prop_1,F(prop_2) -> F(prop_1),False
10544,forever ( prop_1 ) or whenever ( prop_2 ),G(prop_1 | F prop_2),G(prop_1) | G(prop_2 -> prop_2),False
10545,"(prop_2) is the same as (prop_1), and when (prop_3), implying (prop_4) happens .",(prop_1 <-> prop_2) & (prop_3 -> prop_4),(prop_2 <-> prop_1) & (prop_3 -> prop_4),True
10546,whenever ( prop_1 ) can infer that when possible ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> F prop_2),False
10547,"( prop_2 ) is equivalent to ( prop_1 ) , and ( prop_3 ) .",prop_3 & (prop_1 <-> prop_2),(prop_2 <-> prop_1) & prop_3,True
10548,"It is not the case that ( prop_1 ) and ( prop_2 ) are both true , or else ( prop_3 ) .",prop_3 | !(prop_1 & prop_2),!(prop_1 & prop_2) | prop_3,True
10549,"sooner or later a manager handles requests, the brake is pressed and the brake is released",F(brake_is_pressed & brake_is_released & manager_handles_requests),F(manager_handles_requests & brake_is_pressed & brake_is_released),True
10550,Either do not let (prop_1) happen or ensure that either (prop_2) or (prop_3) occurs.,!prop_1 | prop_2 | prop_3,(!prop_1) | (prop_2 | prop_3),True
10551,at any time ( prop_1 ) and never ( prop_2 ),F(prop_1 & G!prop_2),G(prop_1) & G(!prop_2),False
10552,every time the semaphore is yellow then at some point in time a car starts or a car stops,G(semaphore_is_yellow -> F(car_starts | car_stops)),G(semaphore_is_yellow -> F(car_starts | car_stops)),True
10553,"You should do either (prop_1) or (prop_3), or else you should not do (prop_2) .",prop_1 | !prop_2 | prop_3,(prop_1 | prop_3) | !prop_2,True
10554,"If ( prop_2 ) is equivalent to ( prop_4 ) then ( prop_3 ) , and ( prop_1 ) .",prop_1 & ((prop_2 <-> prop_4) -> prop_3),((prop_2 <-> prop_4) -> prop_3) & prop_1,True
10555,Update light_south red and change light_west red will each happen at some point.,F change_light_south_red & F change_light_west_red,(F change_light_south_red) & (F change_light_west_red),True
10556,"If it is not the case that ( prop_2 ) happens until ( prop_3 ) , then ( prop_1 ) .",!(prop_2 U prop_3) -> prop_1,!(prop_2 U prop_3) -> prop_1,True
10557,"if forever ( prop_1 ) , repeatedly ( prop_2 )",G prop_1 -> GF prop_2,G(prop_1) -> GF(prop_2),True
10558,Stay out of house 4 permanently,G!house_4,G(!house_4),True
10559,"When search the bottle happens, deliver the remote to the shelf must hold now or in the next step.",G(search_bottle -> (deliver_remote_shelf | X deliver_remote_shelf)),G(search_bottle -> (deliver_remote_shelf | X deliver_remote_shelf)),True
10560,"It is not the case that ( prop_2 ) until ( prop_3 ) happens some time in the future, which is equal to ( prop_1 ) .",prop_1 <-> !(prop_2 U prop_3),!(prop_2 U F prop_3) <-> prop_1,False
10561,"if grab_hold pear , at any time have pear",grab_hold_pear -> F have_pear,G(grab_hold_pear -> FG have_pear),False
10562,"If deliver the bird to the shelf ever holds, search the bench must have held beforehand.",F deliver_bird_shelf -> (!deliver_bird_shelf U (!deliver_bird_shelf & search_bench)),G(deliver_bird_shelf -> (F search_bench & !deliver_bird_shelf)),False
10563,"go to house 1, pick up trash can 4, and take it ot garbage dump 3",F(house_1 & F(p_trash_can_4 & F(garbage_dump_3 & pd))),F(house_1 & F(p_trash_can_4 & F(garbage_dump_3))),False
10564,"if both a table is old and the constructor creates instances then finally, both the brake is pressed and a semaphore is broken",G((constructor_creates_instances & table_is_old) -> F(brake_is_pressed & semaphore_is_broken)),((table_is_old & constructor_creates_instances) -> F(brake_is_pressed & semaphore_is_broken)),False
10565,Make sure that you (prop_1).,F prop_1,G(prop_1),False
10566,"It is always the case that in case that the scenario that ( prop_3 ) happens , then the following condition is true : ultimately the event that ( prop_1 ) needs to happen at a time in the future , until then ( prop_2 ) .",G(prop_3 -> (prop_1 U prop_2)),G(prop_3 -> (prop_2 U prop_1)),False
10567,"sooner or later a semaphore is yellow or the bar is up and, it will happen that the semaphore is red and the elevator falls afterwards",G!(bar_is_up | semaphore_is_yellow) | F((bar_is_up | semaphore_is_yellow) & F(elevator_falls & semaphore_is_red)),F(semaphore_is_yellow | bar_is_up) & F(semaphore_is_red & X elevator_falls),False
10568,"Find the knife and idle never coincide, yet one of them is always true.",G!(idle & search_knife) & G(idle | search_knife),G(!(search_knife & idle)) & G(search_knife | idle),True
10569,"Globally , whenever ( prop_1 ) , and ( prop_3 ) , then all of the following conditions are true : there ultimately exists a certain time instant in the future , at which ( prop_2 ) .",G((prop_1 & prop_3) -> F prop_2),G((prop_1 & prop_3) -> F prop_2),True
10570,"If you do (prop_4) and keep doing it until (prop_2), then you should do (prop_1) and then (prop_3) .",(prop_4 U prop_2) -> (prop_1 -> prop_3),(prop_4 U prop_2) -> F(prop_1 & F prop_3),False
10571,Ensure you repeatedly visit charger 5 while continuously taking pictures of region 4,GF charger_5 & GF(photo & region_4),GF(charger_5) & G(photo & region_4),False
10572,when possible ( prop_1 ) or whenever ( prop_2 ),F(prop_1 | F prop_2),F(prop_1) | G(prop_2 -> F(prop_2)),False
10573,"Any of the following should happen: (prop_2) or (prop_1), or keep (prop_3) all the time .",prop_1 | prop_2 | G prop_3,(prop_2 | prop_1) | G prop_3,True
10574,Hand over the donut to the shelf holds at all times.,G deliver_donut_shelf,G deliver_donut_shelf,True
10575,"(prop_1) and (prop_3) should happen at the same time, and (prop_2) should happen until (prop_4) afterwards .",prop_1 & prop_3 & (prop_2 U prop_4),(prop_1 & prop_3) & (prop_2 U prop_4),True
10576,"If ( prop_3 ) or ( prop_4 ) then ( prop_1 ) , the above situation is equivalent to ( prop_2 ) .",prop_2 <-> ((prop_3 | prop_4) -> prop_1),((prop_3 | prop_4) -> prop_1) <-> prop_2,True
10577,"If (prop_1), then you should do (prop_3), or always do (prop_2) .",(prop_1 -> prop_3) | G prop_2,prop_1 -> (prop_3 | G prop_2),True
10578,"If either ( prop_4 ) or ( prop_2 ) is observed until at some point ( prop_1 ) happens , then as a result ( prop_3 ) should be observed .",((prop_2 | prop_4) U prop_1) -> prop_3,((prop_4 | prop_2) U prop_1) -> prop_3,True
10579,repeatedly ( prop_1 ) and always ( prop_2 ),G(F prop_1 & G prop_2),GF prop_1 & G prop_2,True
10580,( prop_1 ) means that ( prop_2 ),prop_1 -> prop_2,prop_1 <-> prop_2,False
10581,"If ( prop_1 ) and ( prop_3 ) , or else ( prop_2 ) , or else ( prop_4 ) .",prop_2 | prop_4 | (prop_1 & prop_3),(prop_1 & prop_3) | prop_2 | prop_4,True
10582,Both go_home and get_help hold at every step.,G(get_help & go_home),G(go_home & get_help),True
10583,Stay in park 2 until you take a picture of monument 13,park_2 U (monument_13 & photo),park_2 U photo,False
10584,"first, at some point in time the car stops or the brake is released, and then, at some point either a car enters or a motorbike has started",G!(brake_is_released | car_stops) | F((brake_is_released | car_stops) & F(car_enters | motorbike_has_started)),F((car_stops | brake_is_released) & F(car_enters | motorbike_has_started)),False
