Index,Requirement,Ground Truth,Response,Equivalent
6340,whenever make_way waste basket until never drop orange,F make_way_waste_basket U G!drop_orange,G(make_way_waste_basket -> (!drop_orange U !drop_orange)),False
6341,at any time ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2),G(prop_1) & F(prop_2),False
6342,"Request assistance and record the cyclist on south_3rd_avenue never coincide, yet one of them is always true.",G!(get_help & record_cyclist_south_3rd_avenue) & G(get_help | record_cyclist_south_3rd_avenue),G(!(get_help & record_cyclist_south_3rd_avenue) & (get_help | record_cyclist_south_3rd_avenue)),True
6343,when possible ( prop_1 ) and repeatedly ( prop_2 ),F(prop_1 & GF prop_2),GF(prop_1) & GF(prop_2),False
6344,Either change light_north red or get_help happens infinitely often.,GF change_light_north_red | GF get_help,GF(change_light_north_red | get_help),True
6345,"During the interval that ( prop_3 ) , and ( prop_2 ) then all of the following conditions are true : ( prop_4 ) , and ( prop_1 ) .",G((prop_2 & prop_3) -> (prop_1 & prop_4)),G((prop_3 & prop_2) -> (prop_4 & prop_1)),True
6346,"first, finally, a sensor gathers information, and then, at some point the escalator is blocked or the table is old",G!sensor_gathers_information | F(sensor_gathers_information & F(escalator_is_blocked | table_is_old)),F(sensor_gathers_information & F(escalator_is_blocked | table_is_old)),False
6347,"You should do either (prop_3) or (prop_1), or always do (prop_2) .",prop_1 | prop_3 | G prop_2,(prop_3 | prop_1) | G prop_2,True
6348,secure apple and whenever withhold apple,secure_apple & F withhold_apple,secure_apple & G(withhold_apple -> secure_apple),False
6349,go through the opposite of the red_room to reach the yellow_room,F yellow_room & G!red_room,(!red_room) U yellow_room,False
6350,if both the elevator rises and the train has arrived then it is never the case that both the motorbike has stopped and a sensor gathers information,G((elevator_rises & train_has_arrived) -> G!(motorbike_has_stopped & sensor_gathers_information)),(elevator_rises & train_has_arrived) -> G(!(motorbike_has_stopped & sensor_gathers_information)),False
6351,"If idle holds, then in the next step get_help persists until search the apple holds, or else get_help holds forever.",idle -> X((get_help U search_apple) | G get_help),G(idle -> (X(get_help U search_apple) | G get_help)),False
6352,Do not (prop_1) until (prop_2).,!prop_1 U prop_2,(!prop_1) U prop_2,True
6353,It should be the case that at the same time (prop_1) and (prop_2) are true and that (prop_3) is equivalent to (prop_4) .,prop_1 & prop_2 & (prop_3 <-> prop_4),(prop_1 & prop_2) & (prop_3 <-> prop_4),True
6354,"in the future a sensor gathers information and, it will happen that either the bridge closes or the escalator is blocked afterwards",G!sensor_gathers_information | F(sensor_gathers_information & F(bridge_closes | escalator_is_blocked)),F(sensor_gathers_information & F(bridge_closes | X escalator_is_blocked)),False
6355,"If ( prop_3 ) happens eventually, then the condition ( prop_1 ) must be equivalent to the condition ( prop_2 ).",F prop_3 -> (prop_1 <-> prop_2),F prop_3 -> (prop_1 <-> prop_2),True
6356,"if never ( prop_1 ) , at some time ( prop_2 )",G!prop_1 -> F prop_2,G(!prop_1) -> F(prop_2),True
6357,You must always have either communicate the injured_rescuer or get_help.,G(communicate_injured_rescuer | get_help),G(communicate_injured_rescuer | get_help),True
6358,at any time go_to transh can or repeatedly grab tree,F go_to_transh_can | GF grab_tree,G(go_to_transh_can | grab_tree),False
6359,"when repeatedly go_to pear , move_to house",GF go_to_pear -> move_to_house,G(go_to_pear -> F move_to_house),False
6360,"The scenario that either ( prop_4 ) or ( prop_1 ) should be detected until ( prop_3 ) , or else ( prop_2 ) .",prop_2 | ((prop_1 | prop_4) U prop_3),((prop_4 | prop_1) U prop_3) | prop_2,True
6361,venture_to trash can or take_to tree,take_to_tree | venture_to_trash_can,venture_to_trash_can | take_to_tree,True
6362,"If ( prop_3 ) or ( prop_4 ) , and ( prop_2 ) , or that ( prop_1 ) .",prop_1 | (prop_2 & (prop_3 | prop_4)),((prop_3 | prop_4) & prop_2) | prop_1,True
6363,"after both a motorbike falls down and a semaphore is red, never, a car stops or a house collapses",G((motorbike_falls_down & semaphore_is_red) -> G!(car_stops | house_collapses)),G((motorbike_falls_down & semaphore_is_red) -> G(!(car_stops | house_collapses))),True
6364,"Everytime when ( prop_3 ) , or the scenario that ( prop_2 ) is observed then in response ( prop_1 ) .",G((prop_2 | prop_3) -> G prop_1),G((prop_3 | prop_2) -> F prop_1),False
6365,Stay in street 4 until you take a photo of house 1,street_4 U (house_1 & photo),street_4 U (photo & house_1),True
6366,"it is going to happen that either a constructor creates instances or a table is old and, finally, either the bar is closing or the brake is pressed afterwards",G!(constructor_creates_instances | table_is_old) | F((constructor_creates_instances | table_is_old) & F(bar_is_closing | brake_is_pressed)),F((constructor_creates_instances | table_is_old) & F(bar_is_closing | X brake_is_pressed)),False
6367,"If at some point (prop_2) happens and is equivalent to (prop_3), or if (prop_1) never happens .",!prop_1 | (prop_3 <-> F prop_2),F(prop_2 & prop_3) | G(!prop_1),False
6368,go through the red and to the yellow,F yellow_room & G!red_room,F(red_room & F yellow_room),False
6369,Keep doing (prop_2) after doing (prop_1),F(prop_2 -> G prop_1),F(prop_1 & G(prop_2)),False
6370,Stay in locality 1 until you reach intersection 4 as you take package 5 from warehouse 9 to store 2,(locality_1 U intersection_4) & F(warehouse_9 & F(p_package_5 & F(pd & store_2))),locality_1 U intersection_4,False
6371,It is not the case that ( prop_3 ) or ( prop_2 ) is detected until ( prop_1 ) is detected .,!(prop_2 | prop_3) U prop_1,!( (prop_3 | prop_2) U prop_1 ),False
6372,"after either a motorbike catches fire or the motorbike falls down, in the future either a house is open or a bridge closes",G((motorbike_catches_fire | motorbike_falls_down) -> F(bridge_closes | house_is_open)),G((motorbike_catches_fire | motorbike_falls_down) -> F(house_is_open | bridge_closes)),True
6373,if both a motorbike has started and the train is crossing then it never happens that both a car stops and the engine stops,G((motorbike_has_started & train_is_crossing) -> G!(car_stops & engine_stops)),G((motorbike_has_started & train_is_crossing) -> G(!(car_stops & engine_stops))),True
6374,"Avoid visiting store 4 before reaching street 6, as you take package 8 from office 2 to store 4",(!store_4 U street_6) & F(office_2 & F(p_package_8 & F(pd & store_4))),(!store_4 U street_6),False
6375,"If search the train happens infinitely often, then so does pickup the traffic_light.",GF search_train -> GF pickup_traffic_light,GF(search_train) -> GF(pickup_traffic_light),True
6376,"It is always the case that in case that ( prop_3 ) , and the scenario that ( prop_4 ) gets detected then in response ( prop_1 ) or ( prop_2 ) .",G((prop_3 & prop_4) -> (prop_1 | prop_2)),G((prop_3 & prop_4) -> (prop_1 | prop_2)),True
6377,Go to parking lot 2 to collect dish 2,F(p_dish_2 & parking_lot_2),F(parking_lot_2 & F p_dish_2),False
6378,"If (prop_3) eventually happens or (prop_1) happens, then (prop_2) should not happen.",(prop_1 | F prop_3) -> !prop_2,(F prop_3 | prop_1) -> G !prop_2,False
6379,"finally, either the semaphore is green or the bar is up and, it is going to happen that a train has arrived afterwards",G!(bar_is_up | semaphore_is_green) | F((bar_is_up | semaphore_is_green) & F train_has_arrived),F((semaphore_is_green | bar_is_up) & F(train_has_arrived)),False
6380,"In the case ( prop_1 ) , and ( prop_2 ) , then all of the following conditions hold : there should exist a certain moment in the future before the simulation ends , at which ( prop_3 ) .",G((prop_1 & prop_2) -> F prop_3),(prop_1 & prop_2) -> F prop_3,False
6381,"it never happens that the bar has to be repaired, the train is crossing and the train has arrived",G!(bar_has_to_be_repaired & train_has_arrived & train_is_crossing),G(!(bar_has_to_be_repaired & train_is_crossing & train_has_arrived)),True
6382,pick_up fruit or forever touch flag,pick_up_fruit | G touch_flag,F pick_up_fruit | G touch_flag,False
6383,"In case that the scenario that ( prop_2 ) takes place and ( prop_1 ) then the following condition is true : at a certain time point in the future before the simulation ends , the transition action that ( prop_4 ) has to be ultimately detected , and until then continuously ( prop_3 ) .",G((prop_1 & prop_2) -> (prop_4 U prop_3)),G((prop_2 & prop_1) -> (prop_3 U prop_4)),False
6384,every time the semaphore is yellow then sooner or later a semaphore is green or a car enters,G(semaphore_is_yellow -> F(car_enters | semaphore_is_green)),G(semaphore_is_yellow -> F(semaphore_is_green | car_enters)),True
6385,"( prop_1 ) is not true should be equivalent to the case that ( prop_3 ) is true , and also ( prop_2 ) .",prop_2 & (!prop_1 <-> prop_3),(!prop_1 <-> prop_3) & prop_2,True
6386,"Avoid entering intersection 1 until you reach street 6, and then transport cone 3 from street 2 to intersection 1",(!intersection_1 U street_6) & F(street_2 & F(p_cone_3 & F(intersection_1 & pd))),(!intersection_1 U street_6) & F(street_2 & p_cone_3 & F(intersection_1 & p_cone_3)),False
6387,"It is not the case that ( prop_2 ) is true , and also ( prop_1 ) is true , and ( prop_3 ) .",prop_1 & !prop_2 & prop_3,!(prop_2) & prop_1 & prop_3,True
6388,Do not go to street 4 until you reach intersection 6 as you go to and stay in street 4,(!street_4 U intersection_6) & FG street_4,(!street_4) U intersection_6,False
6389,"in the future the bridge closes and, finally, either the bar is down or the motorbike is driven afterwards",G!bridge_closes | F(bridge_closes & F(bar_is_down | motorbike_is_driven)),F(bridge_closes & F(bar_is_down | X motorbike_is_driven)),False
6391,repeatedly ( prop_1 ) and at some time ( prop_2 ),G(F prop_1 & F prop_2),GF(prop_1) & F(prop_2),False
6392,( prop_2 ) is equivalent to ( prop_1 ) and ( prop_3 ) is not true .,!prop_3 & (prop_1 <-> prop_2),prop_2 <-> (prop_1 & !prop_3),False
6393,"Remain still must hold until handing over the tie to the shelf does, or else idle holds forever.",(idle U deliver_tie_shelf) | G idle,(!deliver_tie_shelf U deliver_tie_shelf) | G idle,False
6394,"For all time, make sure (prop_1) is always true, and if (prop_2), then do (prop_3) .",(prop_2 -> prop_3) & G prop_1,G(prop_1 & (prop_2 -> prop_3)),False
6395,at some time venture house and at some time visit waste basket,F venture_house & F visit_waste_basket,F(venture_house) & F(visit_waste_basket),True
6396,at some time grab apple or repeatedly go_to waste basket,F grab_apple | GF go_to_waste_basket,F(grab_apple) | GF(go_to_waste_basket),True
6397,never ( prop_1 ) and whenever ( prop_2 ),G(!prop_1 & F prop_2),G(!prop_1) & G(prop_2 -> prop_2),False
6398,"If (prop_4) then (prop_2) happens, then (prop_1) should be equivalent to (prop_3) .",(prop_4 -> prop_2) -> (prop_1 <-> prop_3),G((prop_4 & F prop_2) -> (prop_1 <-> prop_3)),False
6399,Retrieve box 8 from house 3 and deliver it to office 2,F(house_3 & F(p_box_8 & F(office_2 & pd))),F(house_3 & p_box_8 & F(pd & office_2)),False
6400,The scenario in which (prop_1) or (prop_2) is the same as the scenario in which (prop_3) always holds .,(prop_1 | prop_2) <-> G prop_3,((prop_1 | prop_2) <-> G prop_3),True
6401,The scenario in which (prop_4) is true until (prop_2) happens is equivalent to the scenario in which (prop_3) and (prop_1) are both true .,(prop_1 & prop_3) <-> (prop_4 U prop_2),(prop_4 U prop_2) <-> (prop_3 & prop_1),True
6402,acquire apple and approach tree,acquire_apple & approach_tree,F(acquire_apple & approach_tree),False
6403,go through the green_room to the yellow_room,F(green_room & F yellow_room),F(green_room & F yellow_room),True
6404,"If (prop_2), then do (prop_3) which is equivalent to saying that (prop_1) should happen eventually .",(prop_2 -> prop_3) <-> F prop_1,prop_2 -> (prop_3 <-> F prop_1),False
6405,You must always have either record the collision on southeast_2nd_street or record the pedestrian on west_10th_avenue.,G(record_collision_southeast_2nd_street | record_pedestrian_west_10th_avenue),G(record_collision_southeast_2nd_street | record_pedestrian_west_10th_avenue),True
6406,"If (prop_2) occurs then do (prop_1), until (prop_4) or (prop_3) happens .",(prop_2 -> prop_1) U (prop_3 | prop_4),G(prop_2 -> (prop_1 U (prop_3 | prop_4))),False
6407,Remain still can only happen after calling for help.,!idle U get_help,(!idle U get_help),True
6408,whenever both the constructor instantiate objects and the elevator rises then it is going to happen that a semaphore is red or the escalator speeds up,G((constructor_instantiate_objects & elevator_rises) -> F(escalator_speeds_up | semaphore_is_red)),G((constructor_instantiate_objects & elevator_rises) -> F(semaphore_is_red | escalator_speeds_up)),True
6409,always a car stops or a house collapses implies that it will not happen that a bridge opens and an elevator is blocked,G((car_stops | house_collapses) -> G!(bridge_opens & elevator_is_blocked)),G((car_stops | house_collapses) -> !(bridge_opens & elevator_is_blocked)),False
6410,Keep taking box 2 from store 4 to hall 8,GF(store_4 & F(p_box_2 & F(hall_8 & pd))),G(F(pd & p_box_2 & store_4 & F(pd & p_box_2 & hall_8))),False
6411,If ( prop_4 ) or ( prop_3 ) is equivalent to ( prop_1 ) then ( prop_2 ) .,(prop_1 <-> (prop_3 | prop_4)) -> prop_2,((prop_4 | prop_3) <-> prop_1) -> prop_2,True
6412,whenever both the motorbike has stopped and the escalator moves then it is going to happen that the train derails,G((escalator_moves & motorbike_has_stopped) -> F train_derails),G((motorbike_has_stopped & escalator_moves) -> F train_derails),True
6413,at some time contact flag until hold pear,F contact_flag U hold_pear,F(contact_flag U hold_pear),False
6414,"If search the oven happens infinitely often, then so does get_help.",GF search_oven -> GF get_help,GF search_oven -> GF get_help,True
6415,( prop_1 ) until repeatedly ( prop_2 ),prop_1 U GF prop_2,prop_1 U GF prop_2,True
6416,"If (prop_3) is achieved at some point, then either (prop_2) or (prop_1) should have happened .",F prop_3 -> (prop_1 | prop_2),F(prop_3) -> (F(prop_1) | F(prop_2)),False
6417,always ( prop_1 ) and ( prop_2 ),G(prop_1 & prop_2),G(prop_1 & prop_2),True
6418,"Whenever get_help holds, communicate the safe_hostile holds exactly three steps later.",G(get_help -> XXX communicate_safe_hostile),G(get_help -> X(X(X communicate_safe_hostile))),True
6419,"During the interval that ( prop_2 ) and ( prop_1 ) , then the following condition holds : ( prop_3 ) .",G((prop_1 & prop_2) -> prop_3),G((prop_1 & prop_2) -> prop_3),True
6420,( prop_1 ) or whenever ( prop_2 ),prop_1 | F prop_2,prop_1 | G(prop_2 -> prop_1),False
6421,"Retrieve bottle 2 from kitchen 1 and move to hall 2, staying there indefintely",F(kitchen_1 & F(p_bottle_2 & F(hall_2 & G hall_2))),F(kitchen_1 & p_bottle_2 & F(hall_2 & G hall_2)),False
6422,Every change light_east green is directly followed by geting help in the next step.,G(change_light_east_green -> X get_help),G(change_light_east_green -> X get_help),True
6423,"The system must eventually, avoid looking for the tie.",F!search_tie,F(!search_tie),True
6424,"It is always the case that when the scenario that ( prop_3 ) gets detected , then in response at the same time instant ( prop_2 ) or right away ( prop_1 ) .",G(prop_3 -> (prop_1 | prop_2)),G(prop_3 -> (prop_2 | X prop_1)),False
6425,"Refrain from visiting building 3 until you arrive at street 6, and then ensure you move box 8 from store 3 to house 2",(!building_3 U street_6) & F(store_3 & F(p_box_8 & F(house_2 & pd))),(!building_3 U street_6) & F(store_3 & p_box_8 & F(house_2 & p_box_8)),False
6426,Request assistance can only happen after doing not go near the impending_flood.,!get_help U avoid_impending_flood,(!get_help) U (!avoid_impending_flood),False
6427,"If it is the case that for the event that ( prop_4 ) happens then ( prop_1 ) , and this in turn implies ( prop_2 ) , then ( prop_3 ) has to be true .",((prop_4 -> prop_1) -> prop_2) -> prop_3,((prop_4 -> prop_1) & (prop_1 -> prop_2)) -> prop_3,False
6428,Deliver box_8 from store_5 to house_1,F(store_5 & F(p_box_8 & F(house_1 & pd))),F(p_box_8 & store_5) & F(p_box_8 & house_1),False
6429,whenever ( prop_1 ) or forever ( prop_2 ),F(prop_1 | G prop_2),G(prop_1) | G(prop_2),False
6430,at some time gather pear or never drop orange,F gather_pear | G!drop_orange,F(gather_pear) | G(!drop_orange),True
6431,grip apple and travel_to apple,grip_apple & travel_to_apple,F(grip_apple & F travel_to_apple),False
6432,Either pickup the pizza or pickup the tennis_racket happens infinitely often.,GF pickup_pizza | GF pickup_tennis_racket,GF(pickup_pizza | pickup_tennis_racket),True
6433,whenever ( prop_1 ) can infer that ( prop_2 ),F prop_1 -> prop_2,G(prop_1 -> prop_2),False
6434,Do not enter park_4 until you reach street_3 as you take takeout_2 from store_7 to bench_3,(!park_4 U street_3) & F(store_7 & F(p_takeout_2 & F(bench_3 & pd))),(!park_4) U street_3,False
6435,repeatedly ( prop_1 ) or at any time ( prop_2 ),G(F prop_1 | F prop_2),GF(prop_1) | F(prop_2),False
6436,"It is equivalent to have ( prop_3 ) if ( prop_4 ) , ( prop_2 ) , or ( prop_1 ) .",prop_1 <-> (prop_2 | prop_3 | prop_4),(prop_4 | prop_2 | prop_1) <-> prop_3,False
6437,"forever, both a motorbike is driven and a train derails",G(motorbike_is_driven & train_derails),G(motorbike_is_driven & train_derails),True
6438,"If ( prop_3 ) happens, then ( prop_1 ) will be true and this scenario will keep happening until ( prop_2 ) happens.",G(prop_3 -> (prop_1 U prop_2)),G(prop_3 -> (prop_1 U prop_2)),True
6439,forever ( prop_1 ) and whenever ( prop_2 ),G(prop_1 & F prop_2),G(prop_1) & G(prop_2 -> prop_2),False
6440,"If communicate the injured_rescuer ever holds, deliver_aid the injured_victim must have held beforehand.",F communicate_injured_rescuer -> (!communicate_injured_rescuer U (!communicate_injured_rescuer & deliver_aid_injured_victim)),G(communicate_injured_rescuer -> (deliver_aid_injured_victim U communicate_injured_rescuer)),False
6441,"It is always the case that everytime when ( prop_1 ) , or ( prop_3 ) , then for each time instant in the future before the end of the simulation ultimately the scenario that ( prop_2 ) should be observed at a time in the future before the simulation ends .",G((prop_1 | prop_3) -> GF prop_2),G((prop_1 | prop_3) -> F prop_2),False
6442,whenever bring pear or at some time withhold apple,F bring_pear | F withhold_apple,G(bring_pear | F withhold_apple),False
6443,seize apple or seize apple,seize_apple,seize_apple | seize_apple,True
6444,"From some point onwards, search the backpack never occurs again.",FG!search_backpack,F G !search_backpack,True
6445,"Whenever neither photo the car on northeast_5th_avenue nor record the person on southwest_7th_avenue holds, record the collision on west_10th_avenue eventually holds.",G(!(photo_car_northeast_5th_avenue & record_person_southwest_7th_avenue) -> F record_collision_west_10th_avenue),G(!photo_car_northeast_5th_avenue & !record_person_southwest_7th_avenue -> F record_collision_west_10th_avenue),False
6446,"at no time either an elevator falls, a sensor captures data or the escalator is blocked",G!(elevator_falls | escalator_is_blocked | sensor_captures_data),G(!(elevator_falls | sensor_captures_data | escalator_is_blocked)),True
6447,Either if (prop_1) then (prop_3) or else not (prop_2) .,!prop_2 | (prop_1 -> prop_3),(prop_1 -> prop_3) | !prop_2,True
6448,secure apple and never drop apple,secure_apple & G!drop_apple,secure_apple & G(!drop_apple),True
6449,"Globally , when ( prop_4 ) or ( prop_1 ) then in response ultimately there will be a certain time point in the future before the end of the execution , at which ( prop_2 ) , and before this ( prop_3 ) .",G((prop_1 | prop_4) -> (prop_2 U prop_3)),G((prop_4 | prop_1) -> F(prop_3 U prop_2)),False
6450,In the case ( prop_2 ) and ( prop_1 ) then ( prop_3 ) .,G((prop_1 & prop_2) -> G prop_3),G((prop_2 & prop_1) -> prop_3),False
6451,"If (prop_3) is done until (prop_1), then (prop_2) should not be done .",(prop_3 U prop_1) -> !prop_2,(prop_3 U prop_1) -> !prop_2,True
6452,"first, eventually, a train derails and a manager handles requests, and then, eventually, either the semaphore is green or the bar is up",G!(manager_handles_requests & train_derails) | F(manager_handles_requests & train_derails & F(bar_is_up | semaphore_is_green)),F((train_derails & manager_handles_requests) & F(semaphore_is_green | bar_is_up)),False
6453,at any time ( prop_1 ) means that at any time ( prop_2 ),F prop_1 -> F prop_2,G(prop_1 -> prop_2),False
6454,always ( prop_1 ) or ( prop_2 ),G(prop_1 | prop_2),G(prop_1 | prop_2),True
6455,when possible ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2),G(prop_2 -> prop_1),False
6456,"Whenever change light_west green holds, from the next step onwards record the jaywalker on northeast_2nd_street will eventually hold.",G(change_light_west_green -> XF record_jaywalker_northeast_2nd_street),G(change_light_west_green -> X F record_jaywalker_northeast_2nd_street),True
6457,"if grasp orange , whenever move_past trash can",grasp_orange -> F move_past_trash_can,G(grasp_orange -> G(move_past_trash_can -> move_past_trash_can)),False
6458,"If ( prop_3 ) then ( prop_1 ) , or else ( prop_4 ) , and also ( prop_2 ) .",prop_2 & (prop_4 | (prop_3 -> prop_1)),((prop_3 -> prop_1) | (!prop_3 & prop_4)) & prop_2,False
6459,it is never the case that both the car starts and the brake is released,G!(brake_is_released & car_starts),G(!(car_starts & brake_is_released)),True
6460,"if drop pear , advance_to tree",drop_pear -> advance_to_tree,G(drop_pear -> X advance_to_tree),False
6461,"always, the house is built and, at the same time, the manager handles requests and the motorbike has started",G(house_is_built & manager_handles_requests & motorbike_has_started),G(house_is_built & manager_handles_requests & motorbike_has_started),True
6462,"It is not the case that ( prop_1 ) happens until ( prop_2 ) , or else ( prop_3 ) .",prop_3 | !(prop_1 U prop_2),!(prop_1 U prop_2) | prop_3,True
6463,"If not (prop_2), then both (prop_1) and (prop_3) .",!prop_2 -> (prop_1 & prop_3),(!prop_2) -> (prop_1 & prop_3),True
6464,"If the occurrence of (prop_3) is equivalent to the occurrence of (prop_1), then it implies that (prop_2) should not happen.",(prop_1 <-> F prop_3) -> !prop_2,(prop_3 <-> prop_1) -> !prop_2,False
6465,"eternally, the car stops and, at the same time, a train stops and the bar has to be repaired",G(bar_has_to_be_repaired & car_stops & train_stops),G(car_stops & train_stops & bar_has_to_be_repaired),True
6466,Locate the pizza can only happen after pickuping the suitcase.,!search_pizza U pickup_suitcase,(!search_pizza U pickup_suitcase),True
6467,"Both (prop_3) and (prop_1) are true, the above scenario is equal to not (prop_2) .",!prop_2 <-> (prop_1 & prop_3),(prop_3 & prop_1) <-> !prop_2,True
6468,"Globally , whenever ( prop_1 ) , and the transition action that ( prop_2 ) happens then the following condition holds : at the same time ( prop_3 ) , and at the same time point ( prop_4 ) .",G((prop_1 & prop_2) -> (prop_3 & prop_4)),G((prop_1 & prop_2) -> (prop_3 & prop_4)),True
6469,The scenario in which ( prop_1 ) does not happen is equivalent to the scenario in which ( prop_3 ) happens and continues until ( prop_2 ) happens .,!prop_1 <-> (prop_3 U prop_2),(!F prop_1) <-> (prop_3 U prop_2),False
6470,"If at some point ( prop_2 ) is equivalent to ( prop_1 ) and this scenario continues to hold until ( prop_4 ) is detected , then ( prop_3 ) .",((prop_1 <-> prop_2) U prop_4) -> prop_3,F((prop_1 <-> prop_2) U prop_4) -> prop_3,False
6471,Persistently take pictures of area 4 while repeatedly capturing images of area 3,GF(area_4 & photo) & GF(area_3 & photo),G(photo & area_4) & GF(photo & area_3),False
6472,"In this task, avoid the probable_debris, then go_home.",avoid_probable_debris U go_home,(!probable_debris U go_home),False
6473,"On condition that ( prop_2 ) or ( prop_1 ) , then the condition that ( prop_3 ) is n't true .",G((prop_1 | prop_2) -> !G prop_3),G((prop_2 | prop_1) -> !prop_3),False
6474,"The scenario in which (prop_1) is equivalent to the scenario in which (prop_3) happens, and at the same time (prop_2) does not happen .",!prop_2 & (prop_1 <-> prop_3),prop_1 <-> (prop_3 & !prop_2),False
6475,( prop_1 ) can infer that ( prop_2 ),prop_1 -> prop_2,G(prop_1 -> prop_2),False
6476,The scenario in which (prop_1) happens and then (prop_3) should always happen is equivalent to the scenario in which (prop_2) always happens .,(prop_1 -> prop_3) <-> G prop_2,(F(prop_1 & F G prop_3)) <-> G prop_2,False
6477,at any time either a sensor captures data or the bridge closes,G(bridge_closes | sensor_captures_data),G(sensor_captures_data | bridge_closes),True
6478,"When the transition action that ( prop_1 ) happens , then in response ultimately there must be sometime in the future before the end of the execution , at which the transition action that ( prop_2 ) will get observed , and till then ( prop_3 ) .",G(prop_1 -> (prop_2 U prop_3)),G(prop_1 -> (prop_3 U prop_2)),False
6479,"It is required that either ( prop_3 ) or ( prop_2 ) happens , and in the same time either ( prop_1 ) or ( prop_4 ) happens .",(prop_2 | prop_3) & (prop_1 | prop_4),((prop_3 | prop_2) & (prop_1 | prop_4)),True
6480,"It is always the case that ( prop_3 ) is not true is equal to ( prop_2 ) is true , and ( prop_1 ) .",prop_1 & G(prop_2 <-> !prop_3),G((!prop_3 <-> prop_2) & prop_1),False
6481,"each time a car enters then eventually, a sensor captures data after the escalator moves",G(car_enters -> G(escalator_moves -> F sensor_captures_data)),G(car_enters -> F(escalator_moves & F sensor_captures_data)),False
6482,The scenario in which (prop_2) happens and continues until (prop_4) happens is equivalent to the scenario in which (prop_3) happens and then (prop_1) happens .,(prop_3 -> prop_1) <-> (prop_2 U prop_4),(prop_2 U prop_4) <-> (prop_3 & F prop_1),False
6483,at any time contact house can infer that move_to tree,F contact_house -> move_to_tree,G(contact_house -> move_to_tree),False
6484,"forever, both the motorbike has stopped and a manager collect claims",G(manager_collect_claims & motorbike_has_stopped),G(motorbike_has_stopped & manager_collect_claims),True
6485,"Eventually you need to at monument_1 to photo, but do not visit monument_1 until you arrive at park_4",F(monument_1 & photo) & (!monument_1 U park_4),F(monument_1 & photo) & (!monument_1 U park_4),True
6486,During the interval that ( prop_2 ) and ( prop_3 ) then in the future until the execution ends the event that ( prop_1 ) should consecutively not get observed .,G((prop_2 & prop_3) -> G prop_1),G((prop_2 & prop_3) -> G(!prop_1)),False
6487,This controller must always have either record the person on south_3rd_street or get_help.,G(get_help | record_person_south_3rd_street),G(record_person_south_3rd_street | get_help),True
6488,when possible make_contact_with house and always touch flag,F make_contact_with_house & G touch_flag,F(make_contact_with_house) & G(touch_flag),True
6489,if an elevator is open and the train has been launched then all the time the semaphore is yellow,G((elevator_is_open & train_has_been_launched) -> G semaphore_is_yellow),G((elevator_is_open & train_has_been_launched) -> G semaphore_is_yellow),True
6490,"For each time instant in the future ( prop_2 ) happens , is equivalent to the case that ( prop_1 ) and ( prop_3 ) happen at the same time .",(prop_1 & prop_3) <-> G prop_2,G(prop_2 <-> (prop_1 & prop_3)),False
6491,at any time go_to transh can or whenever get_near flag,F go_to_transh_can | F get_near_flag,G(get_near_flag -> go_to_transh_can),False
6492,( prop_3 ) or ( prop_2 ) happens is equivalent to the case that if ( prop_4 ) then ( prop_1 ) .,(prop_4 -> prop_1) <-> (prop_2 | prop_3),((prop_3 | prop_2)) <-> (prop_4 -> prop_1),True
6493,"If (prop_3) or (prop_1), then either do (prop_4) or make sure (prop_2) is true .",(prop_1 | prop_3) -> (prop_2 | prop_4),(prop_3 | prop_1) -> (prop_4 | prop_2),True
6494,Ensure you at intersection_5 and remain in that location forever,FG intersection_5,F(G(intersection_5)),True
6495,at any time withold apple and whenever visit waste basket,F withold_apple & F visit_waste_basket,G(withold_apple & (visit_waste_basket -> withold_apple)),False
6496,at the blue_room,F blue_room,blue_room,False
6497,"Until (prop_2) and (prop_1) happen at the same time, keep (prop_3) from happening .",!prop_2 U (prop_1 & prop_3),(!prop_3) U (prop_1 & prop_2),False
6498,Both deliver the remote to the shelf and idle hold at every step.,G(deliver_remote_shelf & idle),G(deliver_remote_shelf & idle),True
6499,It is always the case that in case that ( prop_2 ) or ( prop_1 ) then the following condition is true : without any delay ( prop_3 ) .,G((prop_1 | prop_2) -> prop_3),G((prop_2 | prop_1) -> X prop_3),False
6500,at some time move_past trash can until whenever travel_to house,F move_past_trash_can U F travel_to_house,F(move_past_trash_can U travel_to_house),True
6501,"If you do not do (prop_1), then you should either do (prop_2) or (prop_3) .",!prop_1 -> (prop_2 | prop_3),(!prop_1 -> (prop_2 | prop_3)),True
6502,"Whenever ( prop_3 ) , and ( prop_2 ) , then the following condition is true : after sometime in the future before ( prop_1 ) .",G((prop_2 & prop_3) -> FG prop_1),G((prop_3 & prop_2) -> F(prop_1)),False
6503,Talk to the safe_hostile and deliver_aid the safe_rescuer will each happen at some point.,F communicate_safe_hostile & F deliver_aid_safe_rescuer,F(communicate_safe_hostile) & F(deliver_aid_safe_rescuer),True
6504,( prop_1 ) or ( prop_2 ),prop_1 | prop_2,prop_1 | prop_2,True
6505,Keep revisiting car 3 on your path to eventually reaching building 2,GF car_3 & F building_2,GF car_3 U building_2,False
