PROMPTTYPE,Index,Requirement,Ground Truth,Response,Equivalent
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & (elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & (elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F(brake_is_pressed & F(escalator_moves & F(elevator_falls | motorbike_catches_fire))),False
ADARULE,16,in the future the brake is pressed and the escalator moves after an elevator falls or the motorbike catches fire,G((elevator_falls | motorbike_catches_fire) -> F(brake_is_pressed & escalator_moves)),F((brake_is_pressed & F(escalator_moves)) & F(elevator_falls | motorbike_catches_fire)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | touch_tree),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | touch_tree),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | touch_tree),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | touch_tree),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | touch_tree),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | touch_tree),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | G(touch_tree -> F(go_to_waste_basket))),False
ADARULE,55,repeatedly go_to waste basket or whenever touch tree,GF go_to_waste_basket | F touch_tree,G(go_to_waste_basket | F(touch_tree)),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_3 & F(prop_4))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_3 & F(prop_4))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_3 & F(prop_4))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_3 & F(prop_4))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_4 & F(prop_3))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_4 & F(prop_3))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_3 & F(prop_4))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_4 & F(prop_3))),False
ADARULE,73,"As soon as ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : there will exist a certain time instant in the future before the end of the execution finally , at which the event that ( prop_3 ) , before this ( prop_4 ) .",G((prop_1 | prop_2) -> (prop_3 U prop_4)),G((prop_2 | prop_1) -> F(prop_3 & F(prop_4))),False
