pair_type,ltl,en
universal_global,G( manager_handles_requests | semaphore_is_yellow | sensor_gathers_information ),"forever, either a manager handles requests, the semaphore is yellow or a sensor gathers information"
universal_global,G( semaphore_is_yellow & bar_has_to_be_repaired & car_enters ),"eternally, a semaphore is yellow and, at the same time, the bar has to be repaired and a car enters"
universal_global,G( escalator_speeds_up | brake_is_released | sensor_gathers_information ),it is always true that the escalator speeds up or the brake is released or a sensor gathers information
universal_global,G( manager_collect_claims | engine_breaks | sensor_retrieves_data ),"forever, the manager collect claims or the engine breaks or the sensor retrieves data"
universal_global,G( train_derails & sensor_captures_data & bar_is_down ),"eternally, a train derails, a sensor captures data and the bar is down"
universal_global,G( sensor_retrieves_data | escalator_is_blocked | engine_starts ),"in any case either the sensor retrieves data, the escalator is blocked or the engine starts"
universal_global,G( elevator_falls & car_stops & elevator_is_open ),"forever, the elevator falls and together the car stops and the elevator is open"
universal_global,G( table_is_old & bar_has_to_be_repaired & motorbike_has_stopped ),"always, the table is old and together the bar has to be repaired and a motorbike has stopped"
universal_global,G( elevator_falls & engine_starts & motorbike_has_started ),all the time an elevator falls and together the engine starts and a motorbike has started
universal_global,G( motorbike_is_driven | bar_is_closing | train_has_been_launched ),"it is always the case that either the motorbike is driven, the bar is closing or a train has been launched"
universal_global,G( manager_collect_claims | elevator_is_open | train_has_been_launched ),"forever, either the manager collect claims, an elevator is open or a train has been launched"
universal_global,G( motorbike_is_driven | sensor_gathers_information | motorbike_has_started ),in any case the motorbike is driven or a sensor gathers information or the motorbike has started
universal_global,G( sensor_gathers_information & sensor_captures_data & motorbike_has_stopped ),"forever, a sensor gathers information and together the sensor captures data and a motorbike has stopped"
universal_global,G( semaphore_is_broken & table_is_old & semaphore_is_red ),"in any case a semaphore is broken and, at the same time, the table is old and the semaphore is red"
universal_global,G( escalator_moves | semaphore_is_yellow | brake_is_pressed ),in any case the escalator moves or the semaphore is yellow or the brake is pressed
universal_global,G( constructor_instantiate_objects & engine_starts & sensor_captures_data ),it is always true that a constructor instantiate objects and together the engine starts and a sensor captures data
universal_global,G( semaphore_is_green & escalator_speeds_up & car_stops ),"forever, the semaphore is green, the escalator speeds up and the car stops"
universal_global,G( elevator_is_blocked | car_starts | escalator_moves ),at any time an elevator is blocked or the car starts or the escalator moves
universal_global,G( motorbike_falls_down & house_is_built & bridge_opens ),"all the time a motorbike falls down, the house is built and the bridge opens"
universal_global,G( motorbike_has_stopped | table_is_brown | motorbike_falls_down ),it is always the case that a motorbike has stopped or the table is brown or a motorbike falls down
universal_global,G( brake_is_released | car_enters | table_is_old ),every time the brake is released or the car enters or the table is old
universal_global,G( train_stops | elevator_rises | motorbike_catches_fire ),"always, either the train stops, the elevator rises or the motorbike catches fire"
universal_global,G( escalator_is_blocked & bridge_opens & bridge_closes ),"it is always true that the escalator is blocked, the bridge opens and a bridge closes"
universal_global,G( house_is_built | engine_breaks | car_enters ),"every time either the house is built, the engine breaks or a car enters"
universal_global,G( constructor_creates_instances | escalator_moves | motorbike_has_started ),"it is always true that either a constructor creates instances, the escalator moves or the motorbike has started"
universal_global,G( elevator_falls & manager_collect_claims & constructor_creates_instances ),"eternally, the elevator falls, a manager collect claims and the constructor creates instances"
universal_global,G( brake_is_released | table_is_old | motorbike_is_driven ),"every time either the brake is released, the table is old or a motorbike is driven"
universal_global,G( sensor_captures_data | engine_breaks | bar_has_to_be_repaired ),"it is always the case that either the sensor captures data, the engine breaks or the bar has to be repaired"
universal_global,G( train_is_crossing & table_is_brown & bar_is_down ),"it is always the case that a train is crossing and, at the same time, the table is brown and the bar is down"
universal_global,G( motorbike_has_stopped | manager_handles_requests | engine_breaks ),"every time either a motorbike has stopped, the manager handles requests or the engine breaks"
universal_global,G( house_is_open & motorbike_is_driven & semaphore_is_green ),"it is always the case that a house is open and, at the same time, a motorbike is driven and a semaphore is green"
universal_global,G( bar_is_up & manager_collect_claims & sensor_captures_data ),"forever, the bar is up and together the manager collect claims and a sensor captures data"
universal_global,G( escalator_moves & motorbike_has_started & manager_handles_requests ),"forever, the escalator moves and, at the same time, the motorbike has started and the manager handles requests"
universal_global,G( sensor_gathers_information & constructor_instantiate_objects & bridge_closes ),it is always true that a sensor gathers information and together the constructor instantiate objects and the bridge closes
universal_global,G( constructor_creates_instances & escalator_is_blocked & car_stops ),"always, the constructor creates instances and together the escalator is blocked and the car stops"
universal_global,G( car_enters & escalator_speeds_up & train_derails ),"eternally, the car enters and together the escalator speeds up and the train derails"
universal_global,G( semaphore_is_yellow & semaphore_is_red & motorbike_catches_fire ),"at any time the semaphore is yellow, the semaphore is red and a motorbike catches fire"
universal_global,G( semaphore_is_broken & sensor_captures_data & engine_starts ),"it is always the case that a semaphore is broken, a sensor captures data and the engine starts"
universal_global,G( house_is_open | train_stops | sensor_retrieves_data ),in any case a house is open or a train stops or a sensor retrieves data
universal_global,G( bar_is_down & semaphore_is_green & train_has_been_launched ),"eternally, the bar is down, a semaphore is green and a train has been launched"
universal_global,G( escalator_moves & bar_is_closing & motorbike_has_started ),every time the escalator moves and together the bar is closing and a motorbike has started
universal_global,G( escalator_moves & motorbike_catches_fire & bridge_closes ),"all the time the escalator moves, a motorbike catches fire and a bridge closes"
universal_global,G( motorbike_falls_down | motorbike_catches_fire | escalator_moves ),it is always true that the motorbike falls down or the motorbike catches fire or the escalator moves
universal_global,G( sensor_captures_data & engine_breaks & elevator_is_open ),at any time a sensor captures data and together the engine breaks and an elevator is open
universal_global,G( car_starts | car_enters | elevator_rises ),"in any case either the car starts, the car enters or the elevator rises"
universal_global,G( elevator_falls & brake_is_pressed & bar_is_up ),"it is always true that the elevator falls and, at the same time, the brake is pressed and the bar is up"
universal_global,G( train_stops & bridge_opens & motorbike_catches_fire ),"always, the train stops and together a bridge opens and the motorbike catches fire"
universal_global,G( table_has_been_moved & elevator_rises & elevator_is_blocked ),"all the time the table has been moved and, at the same time, the elevator rises and the elevator is blocked"
universal_global,G( semaphore_is_green & escalator_is_blocked & escalator_speeds_up ),"forever, a semaphore is green, the escalator is blocked and the escalator speeds up"
universal_global,G( escalator_speeds_up | train_is_crossing | elevator_is_blocked ),"it is always true that either the escalator speeds up, a train is crossing or an elevator is blocked"
universal_global,G( motorbike_catches_fire | car_enters | table_is_old ),"forever, either the motorbike catches fire, the car enters or the table is old"
universal_global,G( engine_breaks & constructor_instantiate_objects & escalator_speeds_up ),"at any time the engine breaks and, at the same time, the constructor instantiate objects and the escalator speeds up"
universal_global,G( constructor_instantiate_objects & elevator_rises & table_has_been_moved ),"all the time the constructor instantiate objects and, at the same time, an elevator rises and the table has been moved"
universal_global,G( brake_is_released | motorbike_catches_fire | manager_collect_claims ),"always, the brake is released or a motorbike catches fire or a manager collect claims"
universal_global,G( constructor_creates_instances & bar_is_up & train_has_arrived ),"it is always true that a constructor creates instances, the bar is up and the train has arrived"
universal_global,G( manager_collect_claims & table_is_old & train_has_arrived ),every time a manager collect claims and together the table is old and a train has arrived
universal_global,G( escalator_speeds_up & train_has_arrived & train_has_been_launched ),"at any time the escalator speeds up and, at the same time, a train has arrived and the train has been launched"
universal_global,G( bar_is_up & house_is_open & train_has_been_launched ),"it is always the case that the bar is up and, at the same time, a house is open and a train has been launched"
universal_global,G( car_starts & elevator_is_open & motorbike_is_driven ),"in any case a car starts and, at the same time, an elevator is open and the motorbike is driven"
universal_global,G( car_starts | constructor_creates_instances | bar_is_closing ),"eternally, the car starts or a constructor creates instances or the bar is closing"
universal_global,G( bar_is_down & train_stops & house_is_open ),"forever, the bar is down and together a train stops and the house is open"
universal_global,G( escalator_moves & motorbike_has_started & house_is_open ),"every time the escalator moves, a motorbike has started and the house is open"
universal_global,G( table_has_been_moved & train_stops & constructor_creates_instances ),"at any time a table has been moved, a train stops and a constructor creates instances"
universal_global,G( semaphore_is_broken | semaphore_is_green | motorbike_has_stopped ),"eternally, either the semaphore is broken, the semaphore is green or a motorbike has stopped"
universal_global,G( bar_is_down | table_is_old | bar_is_up ),"at any time either the bar is down, the table is old or the bar is up"
universal_global,G( semaphore_is_broken & table_has_been_moved & house_is_open ),it is always the case that the semaphore is broken and together a table has been moved and a house is open
universal_global,G( escalator_is_blocked & car_enters & elevator_falls ),"at any time the escalator is blocked, the car enters and the elevator falls"
universal_global,G( bridge_closes | elevator_is_blocked | bar_is_closing ),all the time a bridge closes or an elevator is blocked or the bar is closing
universal_global,G( car_enters & train_derails & semaphore_is_broken ),"in any case a car enters and, at the same time, a train derails and a semaphore is broken"
universal_global,G( motorbike_has_started & escalator_moves & elevator_falls ),"forever, the motorbike has started, the escalator moves and the elevator falls"
universal_global,G( semaphore_is_yellow | motorbike_is_driven | bar_has_to_be_repaired ),"forever, the semaphore is yellow or the motorbike is driven or the bar has to be repaired"
universal_global,G( bridge_opens & elevator_rises & semaphore_is_broken ),at any time the bridge opens and together the elevator rises and the semaphore is broken
universal_global,G( motorbike_has_stopped & train_has_been_launched & escalator_moves ),"at any time a motorbike has stopped, a train has been launched and the escalator moves"
universal_global,G( motorbike_falls_down | house_is_open | manager_collect_claims ),"it is always true that either a motorbike falls down, a house is open or a manager collect claims"
universal_global,G( elevator_falls | car_enters | motorbike_has_stopped ),"always, the elevator falls or a car enters or a motorbike has stopped"
universal_global,G( table_is_brown | bar_has_to_be_repaired | train_has_been_launched ),"every time either the table is brown, the bar has to be repaired or the train has been launched"
universal_global,G( table_is_old | house_is_built | house_is_open ),"forever, the table is old or the house is built or a house is open"
universal_global,G( car_starts & engine_stops & train_is_crossing ),"at any time the car starts, the engine stops and a train is crossing"
universal_global,G( car_enters | escalator_is_blocked | elevator_is_blocked ),it is always true that the car enters or the escalator is blocked or the elevator is blocked
universal_global,G( train_is_crossing & escalator_speeds_up & semaphore_is_green ),"it is always the case that a train is crossing and, at the same time, the escalator speeds up and the semaphore is green"
universal_global,G( sensor_gathers_information & constructor_creates_instances & engine_breaks ),"always, a sensor gathers information and together the constructor creates instances and the engine breaks"
universal_global,G( elevator_falls | escalator_speeds_up | bar_is_down ),"in any case either the elevator falls, the escalator speeds up or the bar is down"
universal_global,G( engine_stops & motorbike_catches_fire & motorbike_has_stopped ),"it is always the case that the engine stops and, at the same time, the motorbike catches fire and the motorbike has stopped"
universal_global,G( motorbike_catches_fire | house_is_open | motorbike_has_started ),every time a motorbike catches fire or a house is open or the motorbike has started
universal_global,G( semaphore_is_yellow | bar_is_up | table_is_old ),all the time the semaphore is yellow or the bar is up or a table is old
universal_global,G( train_stops & house_collapses & elevator_falls ),"all the time a train stops, a house collapses and the elevator falls"
universal_global,G( manager_collect_claims | engine_stops | car_starts ),all the time the manager collect claims or the engine stops or a car starts
universal_global,G( bar_is_down & bridge_opens & sensor_retrieves_data ),"eternally, the bar is down and together a bridge opens and the sensor retrieves data"
universal_global,G( semaphore_is_yellow & elevator_falls & engine_breaks ),all the time a semaphore is yellow and together an elevator falls and the engine breaks
universal_global,G( constructor_instantiate_objects & sensor_captures_data & bridge_closes ),"eternally, the constructor instantiate objects and, at the same time, the sensor captures data and a bridge closes"
universal_global,G( table_is_brown | car_stops | semaphore_is_broken ),"in any case either the table is brown, the car stops or a semaphore is broken"
universal_global,G( constructor_instantiate_objects | constructor_creates_instances | bar_is_down ),"always, a constructor instantiate objects or a constructor creates instances or the bar is down"
universal_global,G( train_stops & car_enters & manager_handles_requests ),"it is always true that the train stops and, at the same time, the car enters and a manager handles requests"
universal_global,G( escalator_is_blocked | manager_handles_requests | car_stops ),"in any case either the escalator is blocked, the manager handles requests or a car stops"
universal_global,G( motorbike_falls_down | constructor_instantiate_objects | engine_starts ),"in any case either a motorbike falls down, the constructor instantiate objects or the engine starts"
universal_global,G( bridge_opens & engine_breaks & motorbike_falls_down ),"eternally, the bridge opens, the engine breaks and a motorbike falls down"
universal_global,G( elevator_rises & semaphore_is_green & car_stops ),"forever, an elevator rises and, at the same time, the semaphore is green and a car stops"
universal_global,G( table_is_brown | motorbike_has_stopped | elevator_falls ),"forever, a table is brown or a motorbike has stopped or an elevator falls"
universal_global,G( semaphore_is_red & sensor_retrieves_data & semaphore_is_green ),"it is always the case that the semaphore is red and, at the same time, a sensor retrieves data and the semaphore is green"
universal_global,G( constructor_creates_instances & house_is_open & escalator_moves ),"every time the constructor creates instances, a house is open and the escalator moves"
universal_global,G( train_derails | manager_collect_claims | bar_is_down ),every time the train derails or a manager collect claims or the bar is down
universal_global,G( elevator_is_blocked & engine_breaks & sensor_gathers_information ),"it is always the case that the elevator is blocked, the engine breaks and the sensor gathers information"
universal_global,G( brake_is_pressed & engine_stops & sensor_captures_data ),"every time the brake is pressed and, at the same time, the engine stops and a sensor captures data"
universal_global,G( semaphore_is_broken & train_stops & elevator_is_blocked ),"forever, the semaphore is broken and together a train stops and the elevator is blocked"
universal_global,G( manager_collect_claims & house_is_open & semaphore_is_green ),"eternally, a manager collect claims and, at the same time, the house is open and the semaphore is green"
universal_global,G( escalator_is_blocked | sensor_captures_data | motorbike_has_started ),"forever, the escalator is blocked or a sensor captures data or the motorbike has started"
universal_global,G( brake_is_pressed | train_is_crossing | car_starts ),"it is always the case that either the brake is pressed, the train is crossing or a car starts"
universal_global,G( table_is_old & car_stops & train_derails ),in any case a table is old and together the car stops and the train derails
universal_global,G( bridge_opens | motorbike_is_driven | elevator_is_open ),"always, the bridge opens or a motorbike is driven or the elevator is open"
universal_global,G( engine_starts & motorbike_catches_fire & semaphore_is_red ),"forever, the engine starts and together the motorbike catches fire and the semaphore is red"
universal_global,G( motorbike_falls_down & semaphore_is_broken & table_is_brown ),"in any case a motorbike falls down and, at the same time, the semaphore is broken and the table is brown"
universal_global,G( bridge_closes & motorbike_has_stopped & manager_collect_claims ),all the time a bridge closes and together a motorbike has stopped and the manager collect claims
universal_global,G( train_is_crossing & elevator_is_blocked & motorbike_has_started ),at any time the train is crossing and together the elevator is blocked and a motorbike has started
universal_global,G( train_has_been_launched | elevator_rises | house_is_open ),"it is always true that either the train has been launched, the elevator rises or the house is open"
universal_global,G( table_is_old | motorbike_catches_fire | house_is_built ),"always, either a table is old, a motorbike catches fire or the house is built"
universal_global,G( escalator_moves | engine_starts | manager_handles_requests ),"forever, the escalator moves or the engine starts or the manager handles requests"
universal_global,G( bar_has_to_be_repaired & constructor_creates_instances & sensor_captures_data ),"always, the bar has to be repaired, a constructor creates instances and a sensor captures data"
universal_global,G( motorbike_has_started & escalator_moves & elevator_is_open ),"in any case the motorbike has started and, at the same time, the escalator moves and an elevator is open"
universal_global,G( bar_is_down | escalator_moves | motorbike_catches_fire ),"every time either the bar is down, the escalator moves or a motorbike catches fire"
universal_global,G( semaphore_is_red | sensor_retrieves_data | elevator_rises ),at any time a semaphore is red or the sensor retrieves data or the elevator rises
universal_global,G( motorbike_has_started | brake_is_pressed | sensor_captures_data ),"at any time either the motorbike has started, the brake is pressed or a sensor captures data"
universal_global,G( elevator_falls & motorbike_falls_down & car_starts ),"forever, an elevator falls, the motorbike falls down and a car starts"
universal_global,G( table_is_old | train_is_crossing ),all the time either the table is old or a train is crossing
universal_global,G( car_enters | engine_breaks | brake_is_released ),"it is always true that either the car enters, the engine breaks or the brake is released"
universal_global,G( motorbike_has_stopped & manager_collect_claims & house_is_open ),"forever, a motorbike has stopped, a manager collect claims and a house is open"
universal_global,G( manager_collect_claims | brake_is_released | elevator_is_blocked ),"forever, the manager collect claims or the brake is released or the elevator is blocked"
universal_global,G( house_collapses & brake_is_pressed & motorbike_is_driven ),in any case the house collapses and together the brake is pressed and a motorbike is driven
universal_global,G( sensor_captures_data | motorbike_is_driven | semaphore_is_yellow ),"forever, either the sensor captures data, the motorbike is driven or the semaphore is yellow"
universal_global,G( elevator_is_blocked | brake_is_pressed | table_has_been_moved ),"forever, either the elevator is blocked, the brake is pressed or the table has been moved"
universal_global,G( table_has_been_moved & bar_has_to_be_repaired & sensor_gathers_information ),"in any case a table has been moved and, at the same time, the bar has to be repaired and the sensor gathers information"
universal_global,G( elevator_rises | motorbike_has_started | constructor_instantiate_objects ),all the time the elevator rises or the motorbike has started or the constructor instantiate objects
universal_global,G( engine_starts | brake_is_pressed | manager_handles_requests ),"it is always true that either the engine starts, the brake is pressed or a manager handles requests"
universal_global,G( sensor_captures_data | bar_is_closing | car_stops ),"forever, either the sensor captures data, the bar is closing or the car stops"
universal_global,G( motorbike_is_driven | bridge_closes | bridge_opens ),"it is always true that either a motorbike is driven, the bridge closes or the bridge opens"
universal_global,G( semaphore_is_yellow | train_stops | engine_starts ),"in any case either a semaphore is yellow, a train stops or the engine starts"
universal_global,G( train_has_been_launched & engine_starts & semaphore_is_green ),"in any case the train has been launched, the engine starts and a semaphore is green"
universal_global,G( constructor_instantiate_objects | escalator_speeds_up | car_stops ),it is always the case that the constructor instantiate objects or the escalator speeds up or a car stops
universal_global,G( semaphore_is_red & motorbike_catches_fire & table_is_brown ),"it is always true that a semaphore is red, a motorbike catches fire and the table is brown"
universal_global,G( sensor_captures_data | table_has_been_moved | table_is_brown ),at any time a sensor captures data or the table has been moved or the table is brown
universal_global,G( train_stops & engine_breaks & semaphore_is_yellow ),at any time a train stops and together the engine breaks and the semaphore is yellow
universal_global,G( elevator_is_blocked & engine_starts & train_stops ),"always, an elevator is blocked, the engine starts and the train stops"
universal_global,G( sensor_retrieves_data & train_is_crossing & sensor_gathers_information ),"all the time a sensor retrieves data, the train is crossing and the sensor gathers information"
universal_global,G( house_is_built | semaphore_is_green | table_is_old ),"it is always the case that either the house is built, a semaphore is green or a table is old"
universal_global,G( escalator_moves & motorbike_has_stopped & car_enters ),every time the escalator moves and together the motorbike has stopped and the car enters
universal_global,G( sensor_retrieves_data & house_is_open & train_derails ),"forever, the sensor retrieves data and, at the same time, the house is open and a train derails"
universal_global,G( escalator_moves & semaphore_is_red & motorbike_has_started ),"it is always true that the escalator moves and, at the same time, a semaphore is red and a motorbike has started"
universal_global,G( semaphore_is_red & escalator_is_blocked & constructor_creates_instances ),"eternally, the semaphore is red and together the escalator is blocked and a constructor creates instances"
universal_global,G( semaphore_is_broken & brake_is_released & constructor_instantiate_objects ),every time a semaphore is broken and together the brake is released and a constructor instantiate objects
universal_global,G( brake_is_released & table_is_brown & table_has_been_moved ),"eternally, the brake is released and together the table is brown and the table has been moved"
universal_global,G( sensor_captures_data & bar_is_down & car_enters ),"eternally, the sensor captures data and, at the same time, the bar is down and a car enters"
universal_global,G( engine_stops | elevator_is_blocked | bar_has_to_be_repaired ),"all the time either the engine stops, an elevator is blocked or the bar has to be repaired"
universal_global,G( brake_is_pressed | escalator_is_blocked | semaphore_is_red ),"at any time either the brake is pressed, the escalator is blocked or a semaphore is red"
universal_global,G( semaphore_is_green & motorbike_is_driven & house_is_open ),"forever, a semaphore is green, a motorbike is driven and a house is open"
universal_global,G( motorbike_has_started & elevator_is_blocked & escalator_moves ),"it is always true that a motorbike has started, the elevator is blocked and the escalator moves"
universal_global,G( house_is_open & house_collapses & engine_starts ),"all the time a house is open and, at the same time, the house collapses and the engine starts"
universal_global,G( motorbike_catches_fire & train_has_been_launched & house_is_built ),"every time the motorbike catches fire, a train has been launched and the house is built"
universal_global,G( car_starts & sensor_captures_data & table_has_been_moved ),"eternally, a car starts and, at the same time, a sensor captures data and a table has been moved"
universal_global,G( brake_is_pressed & table_is_old & semaphore_is_green ),"eternally, the brake is pressed, a table is old and the semaphore is green"
universal_global,G( constructor_creates_instances & semaphore_is_yellow & escalator_moves ),"always, a constructor creates instances and, at the same time, the semaphore is yellow and the escalator moves"
universal_global,G( motorbike_falls_down & house_collapses & train_stops ),all the time a motorbike falls down and together a house collapses and a train stops
universal_global,G( bar_has_to_be_repaired | semaphore_is_broken | escalator_is_blocked ),at any time the bar has to be repaired or a semaphore is broken or the escalator is blocked
universal_global,G( bar_has_to_be_repaired | bar_is_closing | bar_is_down ),every time the bar has to be repaired or the bar is closing or the bar is down
universal_global,G( semaphore_is_green & bar_is_up & motorbike_has_started ),"it is always the case that the semaphore is green and, at the same time, the bar is up and the motorbike has started"
universal_global,G( elevator_is_open & bridge_opens & house_is_open ),all the time the elevator is open and together a bridge opens and the house is open
universal_global,G( semaphore_is_yellow | elevator_is_open | escalator_moves ),it is always true that the semaphore is yellow or the elevator is open or the escalator moves
universal_global,G( train_is_crossing & table_is_old & motorbike_falls_down ),"forever, a train is crossing and, at the same time, a table is old and a motorbike falls down"
universal_global,G( motorbike_is_driven | sensor_captures_data | sensor_gathers_information ),"in any case either a motorbike is driven, a sensor captures data or the sensor gathers information"
universal_global,G( semaphore_is_yellow & constructor_instantiate_objects & car_enters ),"it is always the case that the semaphore is yellow, a constructor instantiate objects and the car enters"
universal_global,G( motorbike_is_driven | constructor_creates_instances | table_is_old ),"always, either a motorbike is driven, a constructor creates instances or a table is old"
universal_global,G( constructor_creates_instances | sensor_gathers_information | escalator_moves ),"in any case either the constructor creates instances, a sensor gathers information or the escalator moves"
universal_global,G( engine_starts & motorbike_has_stopped & semaphore_is_red ),"it is always the case that the engine starts, the motorbike has stopped and a semaphore is red"
universal_global,G( engine_starts | table_is_brown | semaphore_is_yellow ),"forever, either the engine starts, a table is brown or a semaphore is yellow"
universal_global,G( car_stops | train_has_been_launched | bridge_opens ),"always, a car stops or the train has been launched or a bridge opens"
universal_global,G( brake_is_released | house_is_built | constructor_instantiate_objects ),"at any time either the brake is released, a house is built or the constructor instantiate objects"
universal_global,G( car_enters | bridge_opens | motorbike_has_started ),at any time a car enters or a bridge opens or a motorbike has started
universal_global,G( bar_is_closing & car_stops & manager_handles_requests ),all the time the bar is closing and together the car stops and a manager handles requests
universal_global,G( sensor_captures_data & elevator_rises & car_starts ),"it is always the case that the sensor captures data and, at the same time, an elevator rises and the car starts"
universal_global,G( constructor_instantiate_objects & motorbike_has_stopped & sensor_captures_data ),"at any time the constructor instantiate objects and, at the same time, a motorbike has stopped and the sensor captures data"
universal_global,G( train_is_crossing | bar_is_closing | elevator_is_open ),"all the time either the train is crossing, the bar is closing or an elevator is open"
universal_global,G( brake_is_pressed & bridge_closes & train_stops ),all the time the brake is pressed and together a bridge closes and the train stops
universal_global,G( sensor_captures_data | semaphore_is_yellow | engine_breaks ),"all the time either a sensor captures data, a semaphore is yellow or the engine breaks"
universal_global,G( semaphore_is_red | bridge_closes | semaphore_is_yellow ),"it is always the case that either the semaphore is red, a bridge closes or a semaphore is yellow"
universal_global,G( train_is_crossing | train_has_arrived | bar_is_up ),"it is always true that either the train is crossing, the train has arrived or the bar is up"
universal_global,G( bar_has_to_be_repaired | semaphore_is_red | constructor_instantiate_objects ),"always, either the bar has to be repaired, the semaphore is red or the constructor instantiate objects"
universal_global,G( engine_breaks & bar_is_down & escalator_is_blocked ),"it is always true that the engine breaks, the bar is down and the escalator is blocked"
universal_global,G( bar_is_down | train_is_crossing | motorbike_falls_down ),"forever, the bar is down or a train is crossing or a motorbike falls down"
universal_global,G( bridge_closes & escalator_moves & motorbike_is_driven ),"eternally, a bridge closes and, at the same time, the escalator moves and the motorbike is driven"
universal_global,G( bar_is_down & sensor_retrieves_data & motorbike_falls_down ),"in any case the bar is down, the sensor retrieves data and the motorbike falls down"
universal_global,G( table_is_brown & elevator_is_blocked & bar_is_up ),"forever, the table is brown and, at the same time, the elevator is blocked and the bar is up"
universal_global,G( car_stops | escalator_speeds_up | house_is_built ),"forever, either the car stops, the escalator speeds up or a house is built"
universal_global,G( manager_collect_claims & bridge_closes & escalator_is_blocked ),"at any time a manager collect claims and, at the same time, a bridge closes and the escalator is blocked"
universal_global,G( elevator_is_open | bar_is_down | brake_is_pressed ),every time the elevator is open or the bar is down or the brake is pressed
universal_global,G( train_derails & elevator_rises & semaphore_is_red ),"it is always true that the train derails and, at the same time, the elevator rises and a semaphore is red"
universal_global,G( escalator_speeds_up & elevator_falls & train_has_been_launched ),"eternally, the escalator speeds up and together an elevator falls and a train has been launched"
universal_global,G( house_collapses & house_is_built & elevator_rises ),"always, a house collapses and together a house is built and the elevator rises"
universal_global,G( semaphore_is_broken | bar_is_down | manager_collect_claims ),"eternally, a semaphore is broken or the bar is down or a manager collect claims"
universal_global,G( house_collapses & motorbike_falls_down & bar_has_to_be_repaired ),"it is always the case that the house collapses, the motorbike falls down and the bar has to be repaired"
universal_global,G( motorbike_has_started & motorbike_catches_fire & sensor_retrieves_data ),"it is always true that the motorbike has started, the motorbike catches fire and the sensor retrieves data"
universal_global,G( elevator_rises | bar_has_to_be_repaired | semaphore_is_green ),"forever, an elevator rises or the bar has to be repaired or the semaphore is green"
universal_global,G( bar_has_to_be_repaired | semaphore_is_green | elevator_is_blocked ),"it is always the case that either the bar has to be repaired, the semaphore is green or the elevator is blocked"
universal_global,G( constructor_creates_instances & brake_is_released & semaphore_is_yellow ),"forever, a constructor creates instances and together the brake is released and a semaphore is yellow"
universal_global,G( manager_collect_claims & elevator_is_open & train_derails ),"it is always true that a manager collect claims, the elevator is open and a train derails"
universal_global,G( house_is_open & escalator_is_blocked & bridge_opens ),"forever, a house is open and, at the same time, the escalator is blocked and a bridge opens"
universal_global,G( house_is_open | escalator_is_blocked | escalator_speeds_up ),"at any time either the house is open, the escalator is blocked or the escalator speeds up"
universal_global,G( escalator_moves & bar_is_closing & bar_is_up ),"in any case the escalator moves, the bar is closing and the bar is up"
universal_global,G( train_has_been_launched & motorbike_has_started & escalator_moves ),"eternally, a train has been launched, the motorbike has started and the escalator moves"
universal_global,G( engine_breaks | semaphore_is_yellow | elevator_is_blocked ),"it is always the case that either the engine breaks, the semaphore is yellow or an elevator is blocked"
universal_global,G( motorbike_falls_down & bridge_closes & bar_has_to_be_repaired ),"in any case the motorbike falls down and, at the same time, a bridge closes and the bar has to be repaired"
universal_global,G( table_is_old | escalator_is_blocked | semaphore_is_yellow ),"eternally, a table is old or the escalator is blocked or a semaphore is yellow"
universal_global,G( bar_is_up & engine_starts & motorbike_has_stopped ),"always, the bar is up, the engine starts and a motorbike has stopped"
universal_global,G( bridge_opens & manager_collect_claims & bar_is_closing ),"forever, a bridge opens, a manager collect claims and the bar is closing"
universal_global,G( train_has_arrived & elevator_falls & house_is_open ),"in any case a train has arrived, the elevator falls and a house is open"
universal_global,G( motorbike_has_stopped | car_enters | elevator_is_open ),"every time either the motorbike has stopped, the car enters or an elevator is open"
universal_global,G( train_is_crossing & elevator_falls & motorbike_has_started ),"eternally, a train is crossing and, at the same time, an elevator falls and the motorbike has started"
universal_global,G( train_has_arrived & semaphore_is_yellow & escalator_speeds_up ),"at any time the train has arrived, the semaphore is yellow and the escalator speeds up"
universal_global,G( semaphore_is_green & bar_has_to_be_repaired & elevator_is_blocked ),all the time a semaphore is green and together the bar has to be repaired and an elevator is blocked
universal_global,G( train_has_been_launched & bridge_closes & engine_starts ),"every time the train has been launched and, at the same time, the bridge closes and the engine starts"
universal_global,G( bar_is_down & train_is_crossing & elevator_rises ),at any time the bar is down and together the train is crossing and an elevator rises
universal_global,G( engine_stops | manager_collect_claims | elevator_rises ),"in any case either the engine stops, a manager collect claims or an elevator rises"
universal_global,G( sensor_gathers_information & house_collapses & engine_stops ),"forever, a sensor gathers information and together a house collapses and the engine stops"
universal_global,G( bar_has_to_be_repaired | train_has_been_launched ),"always, the bar has to be repaired or a train has been launched"
universal_global,G( sensor_retrieves_data | bridge_closes | car_stops ),"always, the sensor retrieves data or the bridge closes or a car stops"
universal_global,G( semaphore_is_yellow | engine_starts | car_stops ),"it is always the case that either a semaphore is yellow, the engine starts or the car stops"
universal_global,G( semaphore_is_yellow & motorbike_catches_fire & bar_is_up ),it is always the case that the semaphore is yellow and together the motorbike catches fire and the bar is up
universal_global,G( brake_is_released & motorbike_is_driven & bridge_opens ),"at any time the brake is released and, at the same time, a motorbike is driven and the bridge opens"
universal_global,G( elevator_falls & bar_is_up & table_is_old ),every time an elevator falls and together the bar is up and a table is old
